PRISM Time Series Data
Locations: 16
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 1984-01-01 - 1984-12-31
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2022-Sep-08
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
AtascosaHigh,-111.1600,31.4800,1353.0,1984-01-01,0.00,3.3,9.6,16.0,-2.5,2.93,12.73
AtascosaHigh,-111.1600,31.4800,1353.0,1984-01-02,8.61,4.5,11.1,17.6,-0.8,3.24,13.04
AtascosaHigh,-111.1600,31.4800,1353.0,1984-01-03,3.04,3.8,7.7,11.6,-2.3,2.65,7.95
AtascosaHigh,-111.1600,31.4800,1353.0,1984-01-04,0.00,4.4,9.4,14.4,-0.3,2.49,9.73
AtascosaHigh,-111.1600,31.4800,1353.0,1984-01-05,10.28,2.4,9.8,17.2,-0.9,1.69,12.04
AtascosaHigh,-111.1600,31.4800,1353.0,1984-01-06,17.61,6.0,10.2,14.4,3.1,1.74,8.24
AtascosaHigh,-111.1600,31.4800,1353.0,1984-01-07,3.02,5.7,11.5,17.3,1.7,1.60,11.60
AtascosaHigh,-111.1600,31.4800,1353.0,1984-01-08,1.31,5.2,10.8,16.5,2.3,1.43,10.19
AtascosaHigh,-111.1600,31.4800,1353.0,1984-01-09,0.01,5.6,10.7,15.9,2.9,1.72,9.98
AtascosaHigh,-111.1600,31.4800,1353.0,1984-01-10,0.00,4.4,10.7,17.0,-0.3,2.13,13.20
AtascosaHigh,-111.1600,31.4800,1353.0,1984-01-11,0.00,2.8,8.7,14.5,-5.7,3.50,12.43
AtascosaHigh,-111.1600,31.4800,1353.0,1984-01-12,0.00,-0.3,7.5,15.3,-5.4,2.09,11.89
AtascosaHigh,-111.1600,31.4800,1353.0,1984-01-13,0.02,-0.3,6.9,14.2,-6.8,2.08,12.23
AtascosaHigh,-111.1600,31.4800,1353.0,1984-01-14,0.53,2.7,8.6,14.6,-3.7,2.52,12.09
AtascosaHigh,-111.1600,31.4800,1353.0,1984-01-15,0.00,0.9,7.7,14.4,-2.6,1.78,9.84
AtascosaHigh,-111.1600,31.4800,1353.0,1984-01-16,0.00,0.5,7.6,14.8,-3.2,1.63,11.58
AtascosaHigh,-111.1600,31.4800,1353.0,1984-01-17,0.00,1.3,8.3,15.2,-3.3,1.81,12.61
