PRISM Time Series Data
Locations: 16
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2019-01-01 - 2019-12-31
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2022-Sep-08
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-01,6.81,-0.7,3.9,8.5,-3.9,0.40,7.36
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-02,4.43,-1.7,1.8,5.2,-2.2,0.16,2.93
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-03,0.00,-6.3,-1.1,4.0,-5.7,0.23,4.00
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-04,0.00,-5.4,3.5,12.5,-4.5,0.71,9.62
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-05,0.00,-0.8,8.6,18.0,-5.9,2.02,16.56
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-06,6.41,4.3,11.3,18.3,-0.3,0.87,16.10
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-07,1.17,-0.2,5.3,10.9,3.8,0.05,4.38
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-08,0.00,-0.5,7.6,15.7,-0.3,0.16,12.31
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-09,0.00,3.8,12.0,20.2,-0.7,2.23,17.77
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-10,0.08,6.8,13.0,19.1,0.6,3.25,15.98
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-11,0.00,0.7,6.7,12.7,4.1,0.06,6.32
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-12,0.00,-0.9,7.2,15.2,0.4,0.13,11.01
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-13,1.30,0.1,8.2,16.4,-0.0,0.81,12.85
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-14,0.09,5.4,9.4,13.4,3.3,0.64,7.69
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-15,0.00,3.1,9.5,15.8,1.1,0.87,11.28
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-16,0.00,3.0,10.0,17.1,2.2,0.99,12.82
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-17,0.00,3.0,10.1,17.2,2.4,0.49,11.43
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-18,0.00,2.7,11.1,19.4,1.1,1.35,17.11
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-19,0.00,2.5,9.9,17.3,2.0,1.04,11.94
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-20,0.00,0.9,9.5,18.1,-8.4,1.78,17.90
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-21,0.00,3.7,13.6,23.5,-8.2,4.52,25.67
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-22,0.00,3.2,11.0,18.9,-5.9,4.20,17.84
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-23,0.00,-3.3,3.6,10.5,-7.1,1.49,8.76
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-24,0.00,-3.9,4.4,12.7,-11.4,1.69,12.55
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-25,0.00,-2.7,6.7,16.1,-10.3,2.19,15.15
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-26,0.00,-1.7,8.4,18.6,-10.0,2.43,18.64
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-27,0.00,-0.9,7.6,16.1,-10.7,2.82,15.72
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-28,0.00,-0.4,10.3,21.0,-10.0,3.05,21.84
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-29,0.00,0.6,10.9,21.3,-7.1,3.22,21.79
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-30,0.00,3.7,12.0,20.2,-5.1,3.52,19.77
AtascosaHigh,-111.1600,31.4800,1353.0,2019-01-31,0.00,3.8,11.2,18.7,-3.7,3.00,17.35
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-01,0.00,3.4,11.3,19.1,-1.7,2.55,17.21
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-02,0.00,4.4,11.1,17.8,2.1,1.17,13.82
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-03,0.73,6.0,11.6,17.3,3.8,1.53,12.03
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-04,10.57,8.6,11.5,14.4,7.1,0.42,7.87
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-05,0.81,7.4,11.7,16.0,6.5,0.54,8.36
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-06,2.69,4.6,9.3,13.9,2.5,0.89,8.86
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-07,0.72,-5.5,1.5,8.5,-4.6,0.41,6.65
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-08,0.00,-5.1,3.1,11.3,-10.8,1.29,10.40
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-09,0.00,-2.8,7.8,18.4,-12.0,2.51,18.88
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-10,0.38,1.1,8.4,15.7,-11.4,3.70,15.08
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-11,0.00,-0.5,6.6,13.6,-3.5,1.36,10.28
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-12,0.00,-2.9,4.8,12.5,-9.1,1.87,11.49
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-13,0.00,-2.0,8.2,18.5,-12.6,2.79,19.13
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-14,0.00,2.8,11.1,19.5,-10.4,4.56,20.13
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-15,6.16,9.8,14.2,18.7,4.6,0.52,15.17
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-16,0.00,7.0,11.8,16.7,5.4,1.09,10.19
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-17,0.00,-1.1,6.1,13.3,-2.5,0.99,9.95
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-18,0.00,-3.5,3.9,11.3,-7.7,1.00,10.13
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-19,2.72,-2.3,3.1,8.6,-3.1,0.11,6.72
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-20,0.00,-4.7,1.0,6.7,-7.9,0.42,7.00
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-21,0.00,-5.8,2.7,11.3,-12.3,1.16,11.19
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-22,44.13,1.3,4.9,8.6,-2.4,0.58,6.61
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-23,15.20,-4.2,0.4,5.0,-2.2,0.07,2.54
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-24,0.00,-6.6,0.7,8.0,-5.9,0.32,6.53
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-25,0.00,-4.0,5.9,15.9,-3.8,0.92,12.62
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-26,0.00,-2.2,7.9,18.0,-4.4,0.82,16.66
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-27,0.00,1.1,11.1,21.1,-4.6,2.38,21.83
AtascosaHigh,-111.1600,31.4800,1353.0,2019-02-28,0.00,4.4,12.2,20.0,-4.3,3.64,20.16
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-01,0.00,3.3,12.8,22.3,-1.2,2.42,22.35
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-02,0.00,4.0,13.4,22.8,-1.3,2.20,23.46
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-03,0.00,7.2,14.8,22.5,1.5,2.88,22.33
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-04,0.00,5.0,13.3,21.6,1.4,1.54,20.54
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-05,0.00,3.4,12.7,22.0,-2.9,1.76,22.88
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-06,0.00,5.1,15.3,25.5,-4.6,4.26,29.93
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-07,0.00,7.5,16.6,25.7,-6.1,5.36,29.27
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-08,0.00,9.2,15.7,22.2,-5.3,7.62,22.90
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-09,0.00,-1.5,7.0,15.4,-3.0,1.25,13.10
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-10,0.00,0.1,8.1,16.0,-6.8,2.40,15.47
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-11,0.57,5.4,12.3,19.2,-0.2,2.39,16.12
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-12,27.42,5.9,13.2,20.5,3.5,0.58,18.32
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-13,9.97,4.8,7.3,9.9,3.6,0.31,4.19
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-14,0.00,1.0,6.0,11.0,-1.0,1.00,7.40
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-15,0.00,-1.5,6.6,14.7,-7.5,1.68,14.45
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-16,0.00,0.8,9.3,17.8,-4.0,2.41,16.01
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-17,0.00,4.5,11.3,18.1,1.2,1.79,13.49
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-18,0.00,4.5,12.6,20.7,0.7,1.77,18.95
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-19,0.00,6.4,14.0,21.6,-0.2,3.53,20.57
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-20,0.00,6.8,14.6,22.4,0.1,3.51,21.40
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-21,0.00,6.7,14.9,23.2,-1.6,3.63,23.37
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-22,0.00,3.0,10.9,18.7,-2.8,2.35,17.57
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-23,0.00,1.8,10.4,19.1,-3.4,1.94,17.91
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-24,0.00,2.2,12.3,22.3,-3.9,2.09,23.82
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-25,0.00,4.0,13.3,22.6,-4.2,3.27,23.81
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-26,0.00,6.0,16.0,26.0,-4.2,4.73,29.77
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-27,0.00,8.3,18.2,28.2,-2.9,5.50,34.21
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-28,0.00,9.7,18.2,26.7,-2.7,6.74,31.26
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-29,0.00,8.4,17.2,25.9,-5.4,6.11,30.37
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-30,0.00,5.5,14.9,24.3,-6.7,4.95,27.64
AtascosaHigh,-111.1600,31.4800,1353.0,2019-03-31,0.00,5.5,14.5,23.5,-8.7,5.31,26.29
AtascosaHigh,-111.1600,31.4800,1353.0,2019-04-01,0.00,5.2,14.2,23.2,-7.7,5.13,25.06
AtascosaHigh,-111.1600,31.4800,1353.0,2019-04-02,0.00,5.7,15.2,24.6,-6.3,5.42,27.19
AtascosaHigh,-111.1600,31.4800,1353.0,2019-04-03,0.00,7.7,15.8,23.9,-6.2,6.49,25.90
AtascosaHigh,-111.1600,31.4800,1353.0,2019-04-04,0.00,5.4,14.0,22.6,-3.8,4.09,23.21
AtascosaHigh,-111.1600,31.4800,1353.0,2019-04-05,0.00,5.5,14.8,24.2,-6.7,4.06,26.93
AtascosaHigh,-111.1600,31.4800,1353.0,2019-04-06,0.00,6.9,14.5,22.1,-1.9,2.58,22.49
AtascosaHigh,-111.1600,31.4800,1353.0,2019-04-07,0.00,6.1,13.5,20.9,2.9,2.06,17.42
AtascosaHigh,-111.1600,31.4800,1353.0,2019-04-08,0.00,6.9,15.9,25.0,1.0,2.95,25.62
